docket_id,engine_off_section_id,engine_off_start,engine_off_end,engine_off_duration_minutes
Cemex--1026231390,510.0,2024-11-25 07:11:22+00:00,2024-11-25 08:11:13+00:00,59.85
Cemex--1026231390,511.0,2024-11-25 09:22:25+00:00,2024-11-25 09:22:45+00:00,0.3333333333333333
Cemex--1026231472,500.0,2024-11-22 15:46:10+00:00,2024-11-22 15:54:01+00:00,7.85
Cemex--1026231805,286.0,2024-11-22 15:22:23+00:00,2024-11-22 15:25:14+00:00,2.85
Cemex--1026231805,287.0,2024-11-22 15:52:28+00:00,2024-11-22 15:52:49+00:00,0.35
Cemex--1026231831,343.0,2024-11-22 14:31:48+00:00,2024-11-22 14:36:49+00:00,5.016666666666667
Cemex--1026231871,422.0,2024-11-22 14:19:25+00:00,2024-11-22 14:20:35+00:00,1.1666666666666667
Cemex--1026231954,238.0,2024-11-22 18:01:36+00:00,2024-11-22 19:01:07+00:00,59.516666666666666
Cemex--1026232018,382.0,2024-11-22 14:33:49+00:00,2024-11-22 14:34:00+00:00,0.18333333333333332
Cemex--1026232054,406.0,2024-11-23 11:57:40+00:00,2024-11-23 11:59:00+00:00,1.3333333333333333
Cemex--1026232054,407.0,2024-11-23 12:08:12+00:00,2024-11-23 13:07:53+00:00,59.68333333333333
Cemex--1026232069,466.0,2024-11-22 15:37:47+00:00,2024-11-22 15:43:08+00:00,5.35
Cemex--1026232515,534.0,2024-11-22 16:26:18+00:00,2024-11-22 16:51:03+00:00,24.75
Cemex--1026232583,228.0,2024-11-22 16:34:31+00:00,2024-11-22 16:42:23+00:00,7.866666666666666
Cemex--1026232583,229.0,2024-11-22 16:44:03+00:00,2024-11-22 16:51:24+00:00,7.35
Cemex--1026232970,440.0,2024-11-22 20:38:41+00:00,2024-11-22 20:41:22+00:00,2.683333333333333
Cemex--1026232970,441.0,2024-11-22 21:35:21+00:00,2024-11-22 21:35:21+00:00,0.0
Cemex--1026233325,257.0,2024-11-23 07:41:16+00:00,2024-11-23 08:02:00+00:00,20.733333333333334
Cemex--1026234907,297.0,2024-11-23 16:54:30+00:00,2024-11-23 16:54:50+00:00,0.3333333333333333
Cemex--1026238447,205.0,2024-11-25 08:42:49+00:00,2024-11-25 08:43:09+00:00,0.3333333333333333
Cemex--1026238447,206.0,2024-11-25 08:43:39+00:00,2024-11-25 08:45:39+00:00,2.0
Cemex--1026238491,450.0,2024-11-25 08:09:29+00:00,2024-11-25 08:09:29+00:00,0.0
Cemex--1026238491,451.0,2024-11-25 08:09:39+00:00,2024-11-25 08:09:39+00:00,0.0
Cemex--1026238491,452.0,2024-11-25 08:09:49+00:00,2024-11-25 08:09:49+00:00,0.0
Cemex--1026238491,453.0,2024-11-25 08:09:59+00:00,2024-11-25 08:09:59+00:00,0.0
Cemex--1026238491,454.0,2024-11-25 08:10:09+00:00,2024-11-25 08:10:09+00:00,0.0
Cemex--1026238491,455.0,2024-11-25 08:10:19+00:00,2024-11-25 08:10:19+00:00,0.0
Cemex--1026238491,456.0,2024-11-25 08:10:29+00:00,2024-11-25 08:10:29+00:00,0.0
Cemex--1026238491,457.0,2024-11-25 08:10:39+00:00,2024-11-25 08:10:39+00:00,0.0
Cemex--1026239030,2.0,2024-11-25 07:38:22+00:00,2024-11-25 07:41:33+00:00,3.183333333333333
Cemex--1026239067,377.0,2024-11-25 07:37:45+00:00,2024-11-25 07:38:35+00:00,0.8333333333333334
Cemex--1026239092,298.0,2024-11-25 08:56:52+00:00,2024-11-25 09:06:54+00:00,10.033333333333333
Cemex--1026239092,299.0,2024-11-25 09:34:29+00:00,2024-11-25 09:42:10+00:00,7.683333333333334
Cemex--1026239092,300.0,2024-11-25 09:43:21+00:00,2024-11-25 10:11:46+00:00,28.416666666666668
Cemex--1026239217,485.0,2024-11-25 08:54:15+00:00,2024-11-25 08:54:25+00:00,0.16666666666666666
Cemex--1026239217,486.0,2024-11-25 08:57:25+00:00,2024-11-25 08:58:25+00:00,1.0
Cemex--1026239217,487.0,2024-11-25 08:59:36+00:00,2024-11-25 09:01:06+00:00,1.5
Cemex--1026239709,306.0,2024-11-25 09:41:27+00:00,2024-11-25 10:23:15+00:00,41.8
Cemex--1026239709,307.0,2024-11-25 11:00:52+00:00,2024-11-25 11:23:06+00:00,22.233333333333334
Cemex--1026240116,519.0,2024-11-25 09:04:37+00:00,2024-11-25 09:05:38+00:00,1.0166666666666666
Cemex--1026240131,463.0,2024-11-25 08:28:31+00:00,2024-11-25 08:29:31+00:00,1.0
Cemex--1026240712,357.0,2024-11-25 09:00:41+00:00,2024-11-25 09:05:52+00:00,5.183333333333334
Cemex--1026240792,432.0,2024-11-25 09:54:43+00:00,2024-11-25 10:05:35+00:00,10.866666666666667
Cemex--1026240792,433.0,2024-11-25 10:21:28+00:00,2024-11-25 10:33:10+00:00,11.7
Cemex--1026240792,434.0,2024-11-25 10:48:13+00:00,2024-11-25 11:48:05+00:00,59.86666666666667
Cemex--1026241007,601.0,2024-11-25 09:34:21+00:00,2024-11-25 09:39:53+00:00,5.533333333333333
Cemex--1026241326,492.0,2024-11-25 08:47:33+00:00,2024-11-25 08:48:43+00:00,1.1666666666666667
Cemex--1026241390,336.0,2024-11-25 09:49:32+00:00,2024-11-25 09:50:12+00:00,0.6666666666666666
Cemex--1026241459,470.0,2024-11-25 09:00:55+00:00,2024-11-25 09:01:55+00:00,1.0
Cemex--1026241992,362.0,2024-11-25 09:08:54+00:00,2024-11-25 09:08:54+00:00,0.0
Cemex--1026242347,249.0,2024-11-25 09:29:28+00:00,2024-11-25 09:35:49+00:00,6.35
Cemex--1026242347,250.0,2024-11-25 10:05:25+00:00,2024-11-25 10:11:16+00:00,5.85
Cemex--1026242395,418.0,2024-11-25 09:18:03+00:00,2024-11-25 09:18:43+00:00,0.6666666666666666
Cemex--1026242862,413.0,2024-11-25 10:35:32+00:00,2024-11-25 10:36:22+00:00,0.8333333333333334
Cemex--1026242951,526.0,2024-11-25 09:53:34+00:00,2024-11-25 09:54:54+00:00,1.3333333333333333
Cemex--1026243080,280.0,2024-11-25 10:29:48+00:00,2024-11-25 10:32:58+00:00,3.1666666666666665
Cemex--1026243080,281.0,2024-11-25 10:34:39+00:00,2024-11-25 10:40:30+00:00,5.85
Cemex--1026243101,248.0,2024-11-25 09:38:14+00:00,2024-11-25 09:38:14+00:00,0.0
Cemex--1026243798,241.0,2024-11-25 10:00:10+00:00,2024-11-25 10:00:50+00:00,0.6666666666666666
Cemex--1026244089,278.0,2024-11-25 10:06:38+00:00,2024-11-25 10:07:18+00:00,0.6666666666666666
Cemex--1026244599,282.0,2024-11-25 10:37:47+00:00,2024-11-25 10:42:08+00:00,4.35
Cemex--1026244608,419.0,2024-11-25 11:27:38+00:00,2024-11-25 11:31:39+00:00,4.016666666666667
Cemex--1026244752,488.0,2024-11-25 10:29:02+00:00,2024-11-25 10:29:12+00:00,0.16666666666666666
Cemex--1026244879,74.0,2024-11-25 10:46:59+00:00,2024-11-25 10:46:59+00:00,0.0
Cemex--1026245464,16.0,2024-11-25 10:53:21+00:00,2024-11-25 10:53:51+00:00,0.5
Cemex--1026245755,227.0,2024-11-25 11:07:07+00:00,2024-11-25 11:07:47+00:00,0.6666666666666666
Cemex--1026245965,354.0,2024-11-25 11:37:02+00:00,2024-11-25 11:37:52+00:00,0.8333333333333334
Cemex--1026245994,275.0,2024-11-25 11:33:36+00:00,2024-11-25 11:37:27+00:00,3.85
Cemex--1026246262,301.0,2024-11-25 13:55:09+00:00,2024-11-25 13:59:10+00:00,4.016666666666667
Cemex--1026246295,268.0,2024-11-25 11:29:33+00:00,2024-11-25 11:32:13+00:00,2.6666666666666665
Cemex--1026246404,292.0,2024-11-25 13:34:51+00:00,2024-11-25 13:37:32+00:00,2.683333333333333
Cemex--1026246546,518.0,2024-11-25 11:36:41+00:00,2024-11-25 11:36:41+00:00,0.0
Cemex--1026246593,290.0,2024-11-25 12:22:00+00:00,2024-11-25 12:22:40+00:00,0.6666666666666666
Cemex--1026246720,303.0,2024-11-25 12:07:03+00:00,2024-11-25 12:13:14+00:00,6.183333333333334
Cemex--1026246772,242.0,2024-11-25 11:44:39+00:00,2024-11-25 11:45:10+00:00,0.5166666666666667
Cemex--1026246966,370.0,2024-11-25 12:05:13+00:00,2024-11-25 12:09:54+00:00,4.683333333333334
Cemex--1026248610,40.0,2024-11-25 13:39:53+00:00,2024-11-25 13:56:46+00:00,16.883333333333333
Cemex--1026248610,41.0,2024-11-25 14:01:47+00:00,2024-11-25 14:08:48+00:00,7.016666666666667
Cemex--1026248610,42.0,2024-11-25 14:11:49+00:00,2024-11-25 14:19:00+00:00,7.183333333333334
Cemex--1026248610,43.0,2024-11-25 14:21:40+00:00,2024-11-25 14:28:41+00:00,7.016666666666667
Cemex--1026248610,44.0,2024-11-25 14:30:11+00:00,2024-11-25 14:32:51+00:00,2.6666666666666665
Cemex--1026248656,322.0,2024-11-25 15:40:28+00:00,2024-11-25 15:47:29+00:00,7.016666666666667
Cemex--1026248656,323.0,2024-11-25 16:07:13+00:00,2024-11-25 16:07:23+00:00,0.16666666666666666
Cemex--1026248656,324.0,2024-11-25 16:10:13+00:00,2024-11-25 16:11:43+00:00,1.5
Cemex--1026248656,325.0,2024-11-25 16:12:03+00:00,2024-11-25 16:12:13+00:00,0.16666666666666666
Cemex--1026248656,326.0,2024-11-25 16:15:24+00:00,2024-11-25 16:17:24+00:00,2.0
Cemex--1026248656,327.0,2024-11-25 16:43:39+00:00,2024-11-25 17:29:58+00:00,46.31666666666667
Cemex--1026248656,328.0,2024-11-25 17:59:34+00:00,2024-11-25 18:02:44+00:00,3.1666666666666665
Cemex--1026248656,329.0,2024-11-25 18:03:04+00:00,2024-11-25 18:03:45+00:00,0.6833333333333333
Cemex--1026248819,464.0,2024-11-25 13:04:43+00:00,2024-11-25 13:11:44+00:00,7.016666666666667
Cemex--1026248959,476.0,2024-11-25 13:42:05+00:00,2024-11-25 13:42:15+00:00,0.16666666666666666
Cemex--1026249532,373.0,2024-11-25 13:50:29+00:00,2024-11-25 13:50:39+00:00,0.16666666666666666
Cemex--1026249532,374.0,2024-11-25 13:51:39+00:00,2024-11-25 13:52:09+00:00,0.5
Cemex--1026249687,23.0,2024-11-25 13:16:37+00:00,2024-11-25 13:16:57+00:00,0.3333333333333333
Cemex--1026250161,75.0,2024-11-25 14:34:11+00:00,2024-11-25 14:39:22+00:00,5.183333333333334
Cemex--1026250161,76.0,2024-11-25 14:41:12+00:00,2024-11-25 14:58:56+00:00,17.733333333333334
Cemex--1026250161,77.0,2024-11-25 15:00:26+00:00,2024-11-25 15:22:51+00:00,22.416666666666668
Cemex--1026250161,78.0,2024-11-25 15:24:41+00:00,2024-11-25 15:39:14+00:00,14.55
Cemex--1026250161,79.0,2024-11-25 15:47:26+00:00,2024-11-25 15:57:28+00:00,10.033333333333333
Cemex--1026250428,442.0,2024-11-25 13:46:14+00:00,2024-11-25 13:46:14+00:00,0.0
Cemex--1026250740,437.0,2024-11-25 13:50:11+00:00,2024-11-25 13:50:31+00:00,0.3333333333333333
Cemex--1026250856,535.0,2024-11-25 14:41:07+00:00,2024-11-25 14:41:07+00:00,0.0
Cemex--1026250937,358.0,2024-11-25 14:06:20+00:00,2024-11-25 14:07:10+00:00,0.8333333333333334
Cemex--1026251052,293.0,2024-11-25 16:02:50+00:00,2024-11-25 16:04:41+00:00,1.85
Cemex--1026251175,304.0,2024-11-25 14:23:49+00:00,2024-11-25 14:23:59+00:00,0.16666666666666666
Cemex--1026251384,401.0,2024-11-25 14:38:18+00:00,2024-11-25 14:38:48+00:00,0.5
Cemex--1026251445,247.0,2024-11-25 14:48:24+00:00,2024-11-25 14:53:05+00:00,4.683333333333334
Cemex--1026251528,542.0,2024-11-25 16:46:24+00:00,2024-11-25 16:51:25+00:00,5.016666666666667
Cemex--1026251694,279.0,2024-11-25 16:58:08+00:00,2024-11-25 17:01:19+00:00,3.183333333333333
Cemex--1026252453,45.0,2024-11-25 16:37:05+00:00,2024-11-25 16:44:27+00:00,7.366666666666666
Cemex--1026252453,46.0,2024-11-25 16:48:07+00:00,2024-11-25 16:55:49+00:00,7.7
Cemex--1026252453,47.0,2024-11-25 17:09:51+00:00,2024-11-25 17:22:44+00:00,12.883333333333333
Cemex--1026252861,3.0,2024-11-25 20:16:27+00:00,2024-11-25 20:36:31+00:00,20.066666666666666
Cemex--1026252861,4.0,2024-11-25 20:38:32+00:00,2024-11-25 20:56:45+00:00,18.216666666666665
Cemex--1026252861,5.0,2024-11-25 21:38:44+00:00,2024-11-25 21:43:45+00:00,5.016666666666667
Cemex--1026252861,6.0,2024-11-25 21:47:06+00:00,2024-11-25 22:46:57+00:00,59.85
Cemex--1026252861,7.0,2024-11-26 07:24:56+00:00,2024-11-26 08:24:37+00:00,59.68333333333333
Cemex--1026252861,8.0,2024-11-26 09:34:07+00:00,2024-11-26 09:34:37+00:00,0.5
Cemex--1026252861,9.0,2024-11-26 09:51:50+00:00,2024-11-26 10:03:52+00:00,12.033333333333333
Cemex--1026252861,10.0,2024-11-26 10:06:33+00:00,2024-11-26 10:24:06+00:00,17.55
Cemex--1026252861,11.0,2024-11-26 10:24:37+00:00,2024-11-26 10:26:17+00:00,1.6666666666666667
Cemex--1026252861,12.0,2024-11-26 10:29:58+00:00,2024-11-26 10:39:29+00:00,9.516666666666667
Cemex--1026252861,13.0,2024-11-26 10:40:40+00:00,2024-11-26 10:44:00+00:00,3.3333333333333335
Cemex--1026252861,14.0,2024-11-26 10:44:50+00:00,2024-11-26 10:59:53+00:00,15.05
Cemex--1026252861,15.0,2024-11-26 11:27:59+00:00,2024-11-26 11:33:00+00:00,5.016666666666667
Cemex--1026253775,371.0,2024-11-25 23:31:59+00:00,2024-11-25 23:36:50+00:00,4.85
Cemex--1026253882,320.0,2024-11-26 00:36:17+00:00,2024-11-26 00:40:18+00:00,4.016666666666667
Cemex--1026256738,423.0,2024-11-26 06:56:01+00:00,2024-11-26 06:56:11+00:00,0.16666666666666666
Cemex--1026257173,283.0,2024-11-26 08:58:11+00:00,2024-11-26 08:59:41+00:00,1.5
Cemex--1026257849,543.0,2024-11-26 08:52:10+00:00,2024-11-26 08:55:31+00:00,3.35
Cemex--1026257903,461.0,2024-11-26 07:41:39+00:00,2024-11-26 07:45:09+00:00,3.5
Cemex--1026258136,258.0,2024-11-26 07:57:25+00:00,2024-11-26 08:02:16+00:00,4.85
Cemex--1026258136,259.0,2024-11-26 08:24:20+00:00,2024-11-26 08:37:33+00:00,13.216666666666667
Cemex--1026258168,430.0,2024-11-26 08:35:37+00:00,2024-11-26 08:37:58+00:00,2.35
Cemex--1026258294,426.0,2024-11-26 07:32:24+00:00,2024-11-26 07:32:34+00:00,0.16666666666666666
Cemex--1026258816,378.0,2024-11-26 07:44:51+00:00,2024-11-26 07:45:31+00:00,0.6666666666666666
Cemex--1026258871,494.0,2024-11-26 07:56:10+00:00,2024-11-26 07:59:21+00:00,3.183333333333333
Cemex--1026259174,414.0,2024-11-26 08:58:51+00:00,2024-11-26 09:00:01+00:00,1.1666666666666667
Cemex--1026259195,88.0,2024-11-26 08:27:03+00:00,2024-11-26 08:32:54+00:00,5.85
Cemex--1026261114,277.0,2024-11-26 09:07:58+00:00,2024-11-26 09:08:08+00:00,0.16666666666666666
Cemex--1026261827,218.0,2024-11-26 09:37:53+00:00,2024-11-26 09:43:54+00:00,6.016666666666667
Cemex--1026261902,296.0,2024-11-26 09:12:31+00:00,2024-11-26 09:14:02+00:00,1.5166666666666666
Cemex--1026262643,431.0,2024-11-26 09:29:27+00:00,2024-11-26 09:29:27+00:00,0.0
Cemex--1026262839,361.0,2024-11-26 11:36:01+00:00,2024-11-26 11:40:12+00:00,4.183333333333334
Cemex--1026262978,474.0,2024-11-26 10:39:18+00:00,2024-11-26 10:50:20+00:00,11.033333333333333
Cemex--1026263381,420.0,2024-11-26 09:53:51+00:00,2024-11-26 09:58:12+00:00,4.35
Cemex--1026263397,521.0,2024-11-26 10:13:39+00:00,2024-11-26 10:15:20+00:00,1.6833333333333333
Cemex--1026263731,342.0,2024-11-26 11:56:45+00:00,2024-11-26 12:40:13+00:00,43.46666666666667
Cemex--1026264705,335.0,2024-11-26 10:48:57+00:00,2024-11-26 10:52:28+00:00,3.5166666666666666
Cemex--1026264747,1.0,2024-11-26 11:07:04+00:00,2024-11-26 11:07:04+00:00,0.0
Cemex--1026264963,220.0,2024-11-26 11:09:28+00:00,2024-11-26 11:16:50+00:00,7.366666666666666
Cemex--1026265164,385.0,2024-11-26 11:05:42+00:00,2024-11-26 11:05:42+00:00,0.0
Cemex--1026265164,386.0,2024-11-26 11:08:23+00:00,2024-11-26 11:08:23+00:00,0.0
Cemex--1026265164,387.0,2024-11-26 11:11:14+00:00,2024-11-26 11:12:24+00:00,1.1666666666666667
Cemex--1026265164,388.0,2024-11-26 11:13:24+00:00,2024-11-26 11:14:04+00:00,0.6666666666666666
Cemex--1026265164,389.0,2024-11-26 11:19:45+00:00,2024-11-26 11:25:46+00:00,6.016666666666667
Cemex--1026265164,390.0,2024-11-26 11:51:51+00:00,2024-11-26 11:53:51+00:00,2.0
Cemex--1026265208,415.0,2024-11-26 11:45:43+00:00,2024-11-26 11:45:43+00:00,0.0
Cemex--1026265243,48.0,2024-11-26 11:30:23+00:00,2024-11-26 11:38:35+00:00,8.2
Cemex--1026265243,49.0,2024-11-26 11:40:55+00:00,2024-11-26 11:51:57+00:00,11.033333333333333
Cemex--1026265243,50.0,2024-11-26 11:54:58+00:00,2024-11-26 12:05:00+00:00,10.033333333333333
Cemex--1026265434,340.0,2024-11-26 11:50:34+00:00,2024-11-26 11:56:35+00:00,6.016666666666667
Cemex--1026265500,356.0,2024-11-26 11:56:04+00:00,2024-11-26 12:08:07+00:00,12.05
Cemex--1026266147,208.0,2024-11-26 12:32:17+00:00,2024-11-26 12:42:59+00:00,10.7
Cemex--1026266290,309.0,2024-11-26 11:18:00+00:00,2024-11-26 11:21:20+00:00,3.3333333333333335
Cemex--1026266356,460.0,2024-11-26 12:00:11+00:00,2024-11-26 12:07:52+00:00,7.683333333333334
Cemex--1026266551,438.0,2024-11-26 11:57:21+00:00,2024-11-26 12:03:12+00:00,5.85
Cemex--1026266552,276.0,2024-11-26 12:21:52+00:00,2024-11-26 12:24:43+00:00,2.85
Cemex--1026266981,17.0,2024-11-26 12:29:06+00:00,2024-11-26 12:55:31+00:00,26.416666666666668
Cemex--1026266981,18.0,2024-11-26 12:57:22+00:00,2024-11-26 13:02:12+00:00,4.833333333333333
Cemex--1026267557,355.0,2024-11-26 12:52:22+00:00,2024-11-26 13:04:54+00:00,12.533333333333333
Cemex--1026267712,467.0,2024-11-26 12:11:26+00:00,2024-11-26 12:12:56+00:00,1.5
Cemex--1026268248,522.0,2024-11-26 14:18:05+00:00,2024-11-26 15:17:57+00:00,59.86666666666667
Cemex--1026268278,21.0,2024-11-26 14:53:11+00:00,2024-11-26 15:02:33+00:00,9.366666666666667
Cemex--1026268659,472.0,2024-11-26 13:01:01+00:00,2024-11-26 13:16:43+00:00,15.7
Cemex--1026268659,473.0,2024-11-26 13:59:52+00:00,2024-11-26 14:06:33+00:00,6.683333333333334
Cemex--1026269105,313.0,2024-11-26 14:04:48+00:00,2024-11-26 14:32:03+00:00,27.25
Cemex--1026269331,380.0,2024-11-26 14:18:15+00:00,2024-11-26 14:18:25+00:00,0.16666666666666666
Cemex--1026269517,51.0,2024-11-26 13:24:24+00:00,2024-11-26 13:30:25+00:00,6.016666666666667
Cemex--1026269517,52.0,2024-11-26 13:50:29+00:00,2024-11-26 13:58:40+00:00,8.183333333333334
Cemex--1026269517,53.0,2024-11-26 14:00:21+00:00,2024-11-26 14:05:52+00:00,5.516666666666667
Cemex--1026269517,54.0,2024-11-26 14:22:35+00:00,2024-11-26 14:28:46+00:00,6.183333333333334
Cemex--1026269517,55.0,2024-11-26 14:31:16+00:00,2024-11-26 14:34:57+00:00,3.683333333333333
Cemex--1026269741,424.0,2024-11-26 13:03:56+00:00,2024-11-26 13:04:16+00:00,0.3333333333333333
Cemex--1026269930,427.0,2024-11-26 14:28:39+00:00,2024-11-26 14:46:23+00:00,17.733333333333334
Cemex--1026270154,465.0,2024-11-26 13:50:05+00:00,2024-11-26 13:56:06+00:00,6.016666666666667
Cemex--1026270588,310.0,2024-11-26 13:44:25+00:00,2024-11-26 13:44:35+00:00,0.16666666666666666
Cemex--1026271031,490.0,2024-11-26 16:44:18+00:00,2024-11-26 16:53:20+00:00,9.033333333333333
Cemex--1026271257,391.0,2024-11-26 15:00:06+00:00,2024-11-26 15:01:56+00:00,1.8333333333333333
Cemex--1026271257,392.0,2024-11-26 15:04:06+00:00,2024-11-26 15:04:06+00:00,0.0
Cemex--1026271257,393.0,2024-11-26 15:04:27+00:00,2024-11-26 15:04:57+00:00,0.5
Cemex--1026271277,198.0,2024-11-26 14:03:03+00:00,2024-11-26 14:03:03+00:00,0.0
Cemex--1026271422,80.0,2024-11-26 14:33:17+00:00,2024-11-26 14:41:39+00:00,8.366666666666667
Cemex--1026271559,264.0,2024-11-26 14:28:27+00:00,2024-11-26 14:31:07+00:00,2.6666666666666665
Cemex--1026271559,265.0,2024-11-26 15:17:06+00:00,2024-11-26 15:23:07+00:00,6.016666666666667
Cemex--1026271559,266.0,2024-11-26 15:51:43+00:00,2024-11-26 15:52:43+00:00,1.0
Cemex--1026271602,509.0,2024-11-26 15:22:49+00:00,2024-11-26 15:26:00+00:00,3.183333333333333
Cemex--1026271878,381.0,2024-11-26 15:09:55+00:00,2024-11-26 15:09:55+00:00,0.0
Cemex--1026272043,89.0,2024-11-26 14:50:19+00:00,2024-11-26 14:55:20+00:00,5.016666666666667
Cemex--1026272423,321.0,2024-11-26 15:09:42+00:00,2024-11-26 15:11:02+00:00,1.3333333333333333
Cemex--1026272576,231.0,2024-11-26 17:58:32+00:00,2024-11-26 18:03:23+00:00,4.85
Cemex--1026272594,447.0,2024-11-26 15:03:55+00:00,2024-11-26 15:03:55+00:00,0.0
Cemex--1026272958,402.0,2024-11-26 16:06:21+00:00,2024-11-26 16:10:42+00:00,4.35
